ID	CATEGORY	CONTEXT	ENGLISH_SOURCE	RUSSIAN_EFFECTIVE	ORIGIN
SF-RU-0185	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	No Weapon	БЕЗ ОРУЖИЯ	proofread gameplay catalogue
SF-RU-0186	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	9mm	9 ММ	proofread gameplay catalogue
SF-RU-0187	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	9 mm	9 ММ	proofread gameplay catalogue
SF-RU-0188	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	.45	.45	proofread gameplay catalogue
SF-RU-0189	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	G-18	G-18	proofread gameplay catalogue
SF-RU-0190	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Shotgun	ДРОБОВИК	proofread gameplay catalogue
SF-RU-0191	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	PK-102	PK-102	proofread gameplay catalogue
SF-RU-0192	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	M-16	M-16	proofread gameplay catalogue
SF-RU-0193	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	BIZ-2	BIZ-2	proofread gameplay catalogue
SF-RU-0194	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	HK-5	HK-5	proofread gameplay catalogue
SF-RU-0195	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Nightvision Rifle	ВИНТОВКА С НОЧНЫМ ПРИЦЕЛОМ	proofread gameplay catalogue
SF-RU-0196	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Sniper Rifle	СНАЙПЕРСКАЯ ВИНТОВКА	proofread gameplay catalogue
SF-RU-0197	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Taser	ШОКЕР	proofread gameplay catalogue
SF-RU-0198	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Flamethrower	ОГНЕМЁТ	proofread gameplay catalogue
SF-RU-0199	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	M-79	М-79	proofread gameplay catalogue
SF-RU-0200	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	K3G4	K3G4	proofread gameplay catalogue
SF-RU-0201	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Virus Scanner	ДЕТЕКТОР ВИРУСА	proofread gameplay catalogue
SF-RU-0202	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Grenade	ГРАНАТА	proofread gameplay catalogue
SF-RU-0203	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Grenades	ГРАНАТЫ	proofread gameplay catalogue
SF-RU-0204	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Granade	ГРАНАТА	proofread gameplay catalogue
SF-RU-0205	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Granades	ГРАНАТЫ	proofread gameplay catalogue
SF-RU-0206	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Gas Grenades	ГАЗОВЫЕ ГРАНАТЫ	proofread gameplay catalogue
SF-RU-0207	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Gas Granade	ГАЗОВАЯ ГРАНАТА	proofread gameplay catalogue
SF-RU-0208	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Gas Granades	ГАЗОВЫЕ ГРАНАТЫ	proofread gameplay catalogue
SF-RU-0209	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Chopper Gun	БОРТОВОЙ ПУЛЕМЁТ	proofread gameplay catalogue
SF-RU-0210	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Keycard	КЛЮЧ-КАРТА	proofread gameplay catalogue
SF-RU-0211	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Cardkey	КЛЮЧ-КАРТА	proofread gameplay catalogue
SF-RU-0212	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Viral Antigen	АНТИГЕН	proofread gameplay catalogue
SF-RU-0213	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Antigen	АНТИГЕН	proofread gameplay catalogue
SF-RU-0214	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Objective Updated	ЦЕЛЬ ОБНОВЛЕНА	proofread gameplay catalogue
SF-RU-0215	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	OBJECTIVE UPDATED	ЦЕЛЬ ОБНОВЛЕНА	proofread gameplay catalogue
SF-RU-0216	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	OBJECTIVE ADDED	ДОБАВЛЕНА ЦЕЛЬ	proofread gameplay catalogue
SF-RU-0217	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	BRIEFING UPDATED	БРИФИНГ ОБНОВЛЁН	proofread gameplay catalogue
SF-RU-0218	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Mission locked	МИССИЯ ЗАКРЫТА	proofread gameplay catalogue
SF-RU-0219	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Cannot change weapons while performing current action	СЕЙЧАС НЕЛЬЗЯ СМЕНИТЬ ОРУЖИЕ	proofread gameplay catalogue
SF-RU-0220	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Controller missing. Please reinsert controller into controller port 1 and press the %t button to continue	КОНТРОЛЛЕР НЕ ПОДКЛЮЧЁН. ПОДКЛЮЧИТЕ ЕГО И НАЖМИТЕ %t	proofread gameplay catalogue
SF-RU-0221	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Weapons - Ratings	ОРУЖИЕ - ХАРАКТЕРИСТИКИ	proofread gameplay catalogue
SF-RU-0222	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Weapons - Description	ОРУЖИЕ - ОПИСАНИЕ	proofread gameplay catalogue
SF-RU-0223	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	No description available	НЕТ ОПИСАНИЯ	proofread gameplay catalogue
SF-RU-0224	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	No weapons available	НЕТ ОРУЖИЯ	proofread gameplay catalogue
SF-RU-0225	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	A/D page	A/D СТРАНИЦА	proofread gameplay catalogue
SF-RU-0226	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	W/S weapon	W/S ОРУЖИЕ	proofread gameplay catalogue
SF-RU-0227	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	A/D map	A/D КАРТА	proofread gameplay catalogue
SF-RU-0228	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	%x info	%x ИНФО	proofread gameplay catalogue
SF-RU-0229	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	%x Save	%x СОХРАНИТЬ	proofread gameplay catalogue
SF-RU-0230	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	%t Cancel	%t ОТМЕНА	proofread gameplay catalogue
SF-RU-0231	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do you really want to restart at the last checkpoint?	НАЧАТЬ С ПОСЛЕДНЕЙ КОНТРОЛЬНОЙ ТОЧКИ?	proofread gameplay catalogue
SF-RU-0232	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do you really want to restart this mission?	НАЧАТЬ МИССИЮ ЗАНОВО?	proofread gameplay catalogue
SF-RU-0233	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do you really want to abort this game?	ВЫЙТИ ИЗ ТЕКУЩЕЙ ИГРЫ?	proofread gameplay catalogue
SF-RU-0234	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Pause	ПАУЗА	proofread gameplay catalogue
SF-RU-0235	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Confirmation	ПОДТВЕРЖДЕНИЕ	proofread gameplay catalogue
SF-RU-0236	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Notification	УВЕДОМЛЕНИЕ	proofread gameplay catalogue
SF-RU-0237	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Unknown	НЕИЗВЕСТНО	proofread gameplay catalogue
SF-RU-0238	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Change Weapon	СМЕНА ОРУЖИЯ	proofread gameplay catalogue
SF-RU-0239	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Shoot	ОГОНЬ	proofread gameplay catalogue
SF-RU-0240	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Kneel	ПРИСЕСТЬ	proofread gameplay catalogue
SF-RU-0241	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Roll/Zoom Out	КУВЫРОК/ОТДАЛИТЬ	proofread gameplay catalogue
SF-RU-0242	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Step Right	ШАГ ВПРАВО	proofread gameplay catalogue
SF-RU-0243	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Step Left	ШАГ ВЛЕВО	proofread gameplay catalogue
SF-RU-0244	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Use/Zoom In	ДЕЙСТВИЕ/ПРИБЛИЗИТЬ	proofread gameplay catalogue
SF-RU-0245	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Aim	ПРИЦЕЛ	proofread gameplay catalogue
SF-RU-0246	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Acknowledge	ПОДТВЕРДИТЬ	proofread gameplay catalogue
SF-RU-0247	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Mara Aramov	МАРА АРАМОВА	proofread gameplay catalogue
SF-RU-0248	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Aramov	АРАМОВА	proofread gameplay catalogue
SF-RU-0249	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Anton Girdeux	АНТОН ГИРДО	proofread gameplay catalogue
SF-RU-0250	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Girdeux	ГИРДО	proofread gameplay catalogue
SF-RU-0251	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Gabriel Logan	ГАБРИЭЛЬ ГЕЙБ ЛОГАН	proofread gameplay catalogue
SF-RU-0252	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Gabe Logan	ГЕЙБ ЛОГАН	proofread gameplay catalogue
SF-RU-0253	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Gabe	ГЕЙБ	proofread gameplay catalogue
SF-RU-0254	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Lian Xing	ЛИАН СИН	proofread gameplay catalogue
SF-RU-0255	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Lian	ЛИАН СИН	proofread gameplay catalogue
SF-RU-0256	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Jonathan Phagan	ДЖОНАТАН ФЭЙГАН	proofread gameplay catalogue
SF-RU-0257	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Phagan	ФЭЙГАН	proofread gameplay catalogue
SF-RU-0258	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Erich Rhoemer	ЭРИХ РОМЕР	proofread gameplay catalogue
SF-RU-0259	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Rhoemer	РОМЕР	proofread gameplay catalogue
SF-RU-0260	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Jorge Marcos	ХОРХЕ МАРКОС	proofread gameplay catalogue
SF-RU-0261	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Pavel Kravitch	ПАВЕЛ КРАВИЧ	proofread gameplay catalogue
SF-RU-0262	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Thomas Markinson	ТОМАС МАРКИНСОН	proofread gameplay catalogue
SF-RU-0263	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Markinson	ТОМАС МАРКИНСОН	proofread gameplay catalogue
SF-RU-0264	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Edward Benton	ЭДВАРД БЕНТОН	proofread gameplay catalogue
SF-RU-0265	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	CBDC Agent	АГЕНТ ХИМЗАЩИТЫ	proofread gameplay catalogue
SF-RU-0266	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Communications array	АНТЕННА СВЯЗИ	proofread gameplay catalogue
SF-RU-0267	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Computer	КОМПЬЮТЕР	proofread gameplay catalogue
SF-RU-0268	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Elevator	ЛИФТ	proofread gameplay catalogue
SF-RU-0269	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Message	СООБЩЕНИЕ	proofread gameplay catalogue
SF-RU-0270	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Plant beacon	УСТАНОВИТЬ МАЯК	proofread gameplay catalogue
SF-RU-0271	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Viral detector	ДЕТЕКТОР ВИРУСА	proofread gameplay catalogue
SF-RU-0272	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	remaining	ОСТАЛОСЬ	proofread gameplay catalogue
SF-RU-0273	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Press %s to Contact %s	НАЖМИТЕ %x, ЧТОБЫ СВЯЗАТЬСЯ С ЛИАН	proofread gameplay catalogue
SF-RU-0274	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	%s undamaged	БРОНЕЖИЛЕТ НЕ ПОВРЕЖДЁН	proofread gameplay catalogue
SF-RU-0275	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Complete Objectives	ВЫПОЛНИТЬ ЦЕЛИ	proofread gameplay catalogue
SF-RU-0276	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Debug Display	ОТЛАДОЧНЫЙ ЭКРАН	proofread gameplay catalogue
SF-RU-0277	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	End Level	ЗАВЕРШИТЬ УРОВЕНЬ	proofread gameplay catalogue
SF-RU-0278	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	NPCs on Radar	ПЕРСОНАЖИ НА РАДАРЕ	proofread gameplay catalogue
SF-RU-0279	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Poly Debug	ОТЛАДКА ПОЛИГОНОВ	proofread gameplay catalogue
SF-RU-0280	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Resurrect Gabriel	ВОСКРЕСИТЬ ГЕЙБА	proofread gameplay catalogue
SF-RU-0281	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Select Level	ВЫБОР УРОВНЯ	proofread gameplay catalogue
SF-RU-0282	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	To first zoom point	К ПЕРВОЙ ТОЧКЕ МАСШТАБА	proofread gameplay catalogue
SF-RU-0283	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	To second zoom point	КО ВТОРОЙ ТОЧКЕ МАСШТАБА	proofread gameplay catalogue
SF-RU-0284	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Toggle CObj drawing	ПЕРЕКЛЮЧИТЬ ОТРИСОВКУ ОБЪЕКТОВ	proofread gameplay catalogue
SF-RU-0285	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	New York City	НЬЮ-ЙОРК	proofread gameplay catalogue
SF-RU-0286	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Washington DC	ВАШИНГТОН, ОКРУГ КОЛУМБИЯ	proofread gameplay catalogue
SF-RU-0287	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Almaty, Kazakhstan	АЛМАТЫ, КАЗАХСТАН	proofread gameplay catalogue
SF-RU-0288	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Rozovka, Kazakhstan	РОЗОВКА, КАЗАХСТАН	proofread gameplay catalogue
SF-RU-0289	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Uzhhorod, Ukraine	УЖГОРОД, УКРАИНА	proofread gameplay catalogue
SF-RU-0290	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Overwrite existing files?	ПЕРЕЗАПИСАТЬ СУЩЕСТВУЮЩИЕ ФАЙЛЫ?	proofread gameplay catalogue
SF-RU-0291	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	This MEMORY CARD is full.  Syphon Filter requires one block on the MEMORY CARD.  You will not be able to save your game to this MEMORY CARD.  Continue anyway?	КАРТА ПАМЯТИ ЗАПОЛНЕНА. ДЛЯ СОХРАНЕНИЯ НУЖЕН ОДИН СВОБОДНЫЙ БЛОК. ПРОДОЛЖИТЬ БЕЗ СОХРАНЕНИЯ?	proofread gameplay catalogue
SF-RU-0292	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Lots o' Bullets	МНОГО ПАТРОНОВ	proofread gameplay catalogue
SF-RU-0293	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	stereo	СТЕРЕО	proofread gameplay catalogue
SF-RU-0294	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	diagnostic: ok	ДИАГНОСТИКА: НОРМА	proofread gameplay catalogue
SF-RU-0295	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	power: ok	ПИТАНИЕ: НОРМА	proofread gameplay catalogue
SF-RU-0296	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Status: ok	СОСТОЯНИЕ: НОРМА	proofread gameplay catalogue
SF-RU-0297	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Scope Pwr On	ПРИЦЕЛ ВКЛЮЧЁН	proofread gameplay catalogue
SF-RU-0298	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	on body	НА ТЕЛЕ	proofread gameplay catalogue
SF-RU-0299	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Paul is dead.	ПОЛ МЁРТВ.	proofread gameplay catalogue
SF-RU-0300	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Turn off power to terminal security doors	ОТКЛЮЧИТЬ ПИТАНИЕ ДВЕРЕЙ ТЕРМИНАЛА	proofread gameplay catalogue
SF-RU-0301	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Locate explosives cache	НАЙТИ СКЛАД ВЗРЫВЧАТКИ	proofread gameplay catalogue
SF-RU-0302	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do not kill Aramov	НЕ УБИВАТЬ МАРУ АРАМОВУ	proofread gameplay catalogue
SF-RU-0303	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Tag bomb in terminal	ПОМЕТИТЬ БОМБУ В ТЕРМИНАЛЕ	proofread gameplay catalogue
SF-RU-0304	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Protect CBDC bomb squad	ЗАЩИТИТЬ САПЁРОВ ХИМЗАЩИТЫ	proofread gameplay catalogue
SF-RU-0305	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Eliminate Kravitch and destroy comm. array	ЛИКВИДИРОВАТЬ ПАВЛА КРАВИЧА И УНИЧТОЖИТЬ АНТЕННУ СВЯЗИ	proofread gameplay catalogue
SF-RU-0306	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Avoid damaging viral delivery systems or explosive bombs	НЕ ПОВРЕДИТЬ СИСТЕМЫ ДОСТАВКИ ВИРУСА И ВЗРЫВНЫЕ УСТРОЙСТВА	proofread gameplay catalogue
SF-RU-0307	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do not eliminate any CBDC agent	НЕ УБИВАТЬ АГЕНТОВ ХИМЗАЩИТЫ	proofread gameplay catalogue
SF-RU-0308	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Kravitch	ПАВЕЛ КРАВИЧ	proofread gameplay catalogue
SF-RU-0309	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Blow open passage to street and protect CBDC agent	ВЗОРВАТЬ ПРОХОД НА УЛИЦУ И ЗАЩИТИТЬ АГЕНТА ХИМЗАЩИТЫ	proofread gameplay catalogue
SF-RU-0310	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do not damage any bomb	НЕ ПОВРЕДИТЬ БОМБЫ	proofread gameplay catalogue
SF-RU-0311	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do not kill any CBDC agent	НЕ УБИВАТЬ АГЕНТОВ ХИМЗАЩИТЫ	proofread gameplay catalogue
SF-RU-0312	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	C4 taken	ВЗРЫВЧАТКА С4 ВЗЯТА	proofread gameplay catalogue
SF-RU-0313	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Need Explosives	НУЖНА ВЗРЫВЧАТКА	proofread gameplay catalogue
SF-RU-0314	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Blocked Passage	ПРОХОД ЗАВАЛЕН	proofread gameplay catalogue
SF-RU-0315	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Gas Mains	ГАЗОВАЯ МАГИСТРАЛЬ	proofread gameplay catalogue
SF-RU-0316	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Gas Mains Closed	ГАЗ ПЕРЕКРЫТ	proofread gameplay catalogue
SF-RU-0317	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Bomb Detonated	БОМБА ВЗОРВАНА	proofread gameplay catalogue
SF-RU-0318	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Eliminate Aramov	ЛИКВИДИРОВАТЬ МАРУ АРАМОВУ	proofread gameplay catalogue
SF-RU-0319	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do not use grenades or train lines may be damaged	НЕ ИСПОЛЬЗОВАТЬ ГРАНАТЫ: МОЖНО ПОВРЕДИТЬ ПУТИ	proofread gameplay catalogue
SF-RU-0320	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Reach Freedom Memorial	ДОБРАТЬСЯ ДО МЕМОРИАЛА СВОБОДЫ	proofread gameplay catalogue
SF-RU-0321	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Eliminate trigger man Marcos	ЛИКВИДИРОВАТЬ ПОДРЫВНИКА ХОРХЕ МАРКОСА	proofread gameplay catalogue
SF-RU-0322	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Secure terrorist comm. array	ВЗЯТЬ ПОД КОНТРОЛЬ АНТЕННУ СВЯЗИ ТЕРРОРИСТОВ	proofread gameplay catalogue
SF-RU-0323	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Rescue CBDC hostages	ОСВОБОДИТЬ ЗАЛОЖНИКОВ ХИМЗАЩИТЫ	proofread gameplay catalogue
SF-RU-0324	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do not damage the comm. array	НЕ ПОВРЕДИТЬ АНТЕННУ СВЯЗИ	proofread gameplay catalogue
SF-RU-0325	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	All bombs must be defused in under 20 minutes	ОБЕЗВРЕДИТЬ ВСЕ БОМБЫ МЕНЕЕ ЧЕМ ЗА 20 МИНУТ	proofread gameplay catalogue
SF-RU-0326	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do not kill any member of the strike team	НЕ УБИВАТЬ БОЙЦОВ ШТУРМОВОЙ ГРУППЫ	proofread gameplay catalogue
SF-RU-0327	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Locate and disarm %d%s viral bomb%s	НАЙТИ И ОБЕЗВРЕДИТЬ ВИРУСНЫЕ БОМБЫ: %d	proofread gameplay catalogue
SF-RU-0328	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	them	ИХ	proofread gameplay catalogue
SF-RU-0329	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	%d Bomb%s Remaining	ОСТАЛОСЬ БОМБ: %d	proofread gameplay catalogue
SF-RU-0330	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Communications array damaged	АНТЕННА СВЯЗИ ПОВРЕЖДЕНА	proofread gameplay catalogue
SF-RU-0331	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Marcos	ХОРХЕ МАРКОС	proofread gameplay catalogue
SF-RU-0332	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Kill Girdeux	ЛИКВИДИРОВАТЬ АНТОНА ГИРДО	proofread gameplay catalogue
SF-RU-0333	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do not use grenades or Girdeux's bomb may be damaged	НЕ ИСПОЛЬЗОВАТЬ ГРАНАТЫ: МОЖНО ПОВРЕДИТЬ БОМБУ АНТОНА ГИРДО	proofread gameplay catalogue
SF-RU-0334	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Capture Phagan alive	ЗАХВАТИТЬ ДЖОНАТАНА ФЭЙГАНА ЖИВЫМ	proofread gameplay catalogue
SF-RU-0335	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Shadow Phagan to secret meeting	ПРОСЛЕДИТЬ ЗА ДЖОНАТАНОМ ФЭЙГАНОМ ДО ТАЙНОЙ ВСТРЕЧИ	proofread gameplay catalogue
SF-RU-0336	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do not allow yourself to be spotted until you reach the meeting.  Do not shoot Phagan.	НЕ ПОПАДАТЬСЯ НА ГЛАЗА ДО МЕСТА ВСТРЕЧИ. НЕ СТРЕЛЯТЬ В ДЖОНАТАНА ФЭЙГАНА	proofread gameplay catalogue
SF-RU-0337	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Benton	ЭДВАРД БЕНТОН	proofread gameplay catalogue
SF-RU-0338	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Gate Control Panel	ПУЛЬТ УПРАВЛЕНИЯ ВОРОТАМИ	proofread gameplay catalogue
SF-RU-0339	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Capture Aramov and Phagan alive	ЗАХВАТИТЬ МАРУ АРАМОВУ И ДЖОНАТАНА ФЭЙГАНА ЖИВЫМИ	proofread gameplay catalogue
SF-RU-0340	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Do not allow Phagan to die	НЕ ДАТЬ ДЖОНАТАНУ ФЭЙГАНУ ПОГИБНУТЬ	proofread gameplay catalogue
SF-RU-0341	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Escape through main gate	ВЫЙТИ ЧЕРЕЗ ГЛАВНЫЕ ВОРОТА	proofread gameplay catalogue
SF-RU-0342	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Reach missile bunker	ДОБРАТЬСЯ ДО РАКЕТНОГО БУНКЕРА	proofread gameplay catalogue
SF-RU-0343	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Disable power to motion sensors	ОТКЛЮЧИТЬ ПИТАНИЕ ДАТЧИКОВ ДВИЖЕНИЯ	proofread gameplay catalogue
SF-RU-0344	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Eliminate Gabrek and collect cardkey	ЛИКВИДИРОВАТЬ ГАБРЕКА И ЗАБРАТЬ КЛЮЧ-КАРТУ	proofread gameplay catalogue
